マクドナルドイオンモール札幌苗穂店	(43.0792737, 141.4046478)
暖龍宮の森店	(43.0575915, 141.3018052)
札幌方面西警察署 二十四軒交番	(43.073533, 141.3124974)
共栄湯	(43.0519559, 141.3917872)
ツルハドラッグ麻生店	(43.1092138, 141.3368476)
吉野家札幌麻生店	(43.109444, 141.3367031)
調剤薬局ツルハドラッグ南6条店	(43.0524629, 141.3445253)
センター薬局エルム通り店	(43.0856265, 141.3256889)
IOMARE(イオマーレ)	(43.0579237, 141.3566549)
グリーンベントス山の手店	(43.0615657, 141.2947352)
らくら宮の森	(43.0477941, 141.294307)
北洋銀行琴似中央支店 山の手出張所	(43.0681356, 141.2947349)
CAFE サカノウエ	(43.0445985, 141.2991756)
北海道中央児童相談所	(43.0460318, 141.3039365)
北海道立心身障害者総合相談所	(43.0456751, 141.304076)
紫陽花珈琲	(43.0432694, 141.3085714)
アイムス旭山公園	(43.0410659, 141.313297)
札幌南藻園	(43.0395891, 141.3177706)
あいすの家もいわ伏見店	(43.038591, 141.3241639)
宮越屋珈琲 ハイ グラウン カフェ	(43.031822, 141.3240037)
ブルーホテルオクタ	(43.0744282, 141.3244665)
札幌スープカレーHIGUMA	(43.0736661, 141.3266686)
ギャニオン カフェ	(43.0727746, 141.3283557)
ツルハドラッグ百合が原店	(43.1365975, 141.3669131)
りんご調剤薬局桑園店	(43.0724041, 141.3303843)
ナカジマ薬局桑園店	(43.0738635, 141.3335479)
市立病院前内科	(43.0712648, 141.3328648)
市立病院前整形外科クリニック	(43.0713392, 141.3328139)
おくしば眼科	(43.0713334, 141.3329319)
はらだ腎泌尿器クリニック	(43.0714215, 141.3328702)
パルス薬局桑園店	(43.0712922, 141.3329909)
トヨタレンタカー	(43.0702637, 141.34839)
リストランテ ジュナリ	(43.0412595, 141.3520186)
むさしの森珈琲札幌北野店	(43.0133086, 141.4354696)
ツルハドラッグ発寒13条店	(43.0995086, 141.2923128)
スターバックスブランチ札幌月寒店	(43.0282659, 141.4102399)
北円山クリエイト歯科	(43.0672651, 141.3187155)
ゆのん	(43.0403895, 141.3403167)
ツルハドラッグ北12条駅前店	(43.0750513, 141.3494139)
こまつ歯科クリニック	(43.065998, 141.3181607)
農園の四季	(42.9451305, 141.4457598)
そうえんにっこり小児科	(43.0673951, 141.3324137)
桑園メンタルクリニック	(43.0674637, 141.3324003)
桑園歯科クリニック	(43.0676753, 141.3323372)
北乃ラーメン	(43.0660243, 141.3267916)
ケーキ＆カフェ コレット本店	(43.0660483, 141.3246712)
札幌北七条西郵便局	(43.0650056, 141.3183692)
EZO CAFE	(43.0567537, 141.3633411)
ツキネコカフェ	(43.0631933, 141.3181567)
ニャイダーハウス	(43.0636788, 141.3142606)
札幌情報未来専門学校	(43.0655385, 141.3351917)
青山建築デザイン・医療事務専門学校	(43.0649275, 141.3339209)
もりなデンタルクリニック	(43.0649715, 141.3301597)
銀波露札幌北円山店	(43.0635375, 141.3257259)
圓山珈琲倶楽部	(43.062333, 141.3171267)
pudding maruyama	(43.0633353, 141.3192416)
ナカジマ薬局宮の森店	(43.0623588, 141.314495)
いの眼科	(43.0622671, 141.3146312)
清水クリニック	(43.0623087, 141.3146252)
札幌国際キリスト教会	(43.064782, 141.3394737)
クリニック・イン・ザ・モーニング	(43.063908, 141.3308568)
こまいデンタルクリニック	(43.0638766, 141.3306328)
札幌リハビリテーション専門学校	(43.0632389, 141.3264004)
円山茶寮	(43.061729, 141.3156919)
松尾ジンギスカン札幌宮の森店	(43.0616589, 141.3141704)
いとうひろし内科・糖尿病内科クリニック	(43.0603694, 141.3120028)
宮の森・よつば薬局	(43.060926, 141.3117899)
スパイスダイニング チャンダマ	(43.0638121, 141.3453873)
韓食全州屋	(43.0365164, 141.3270382)
フレッシュネスバーガー札幌西28丁目店	(43.0601365, 141.3145769)
珈琲の店あかねや	(43.0618252, 141.324527)
サツドラ屯田8条店	(43.1412198, 141.3313533)
札幌北一条教会	(43.0603347, 141.3365635)
AGREATDREAM	(43.0680153, 141.3455813)
コスモ石油北1条	(43.0591146, 141.328664)
南12条千葉歯科クリニック	(43.0437881, 141.3468529)
ツルハドラッグ円山店	(43.0586357, 141.3201675)
タイムズ東光ストア円山店	(43.058866, 141.3206974)
ガーデン動物病院	(43.0598982, 141.3192257)
板東珈琲	(43.0581042, 141.3399807)
ウリ信用組合本店営業部	(43.0580717, 141.3384503)
札幌方面中央警察署 北一条西交番	(43.0598091, 141.334268)
光塩学園調理製菓専門学校	(43.0574716, 141.3355696)
ピーナッツ薬局	(43.0571297, 141.3337462)
ナカジマ薬局医大前店	(43.0569121, 141.3322046)
カエルヤ珈琲店	(43.0587836, 141.330168)
ピザハット円山 店	(43.0581264, 141.3303436)
かれーうどん椿	(43.0582244, 141.3312743)
札幌スパインクリニック	(43.0569366, 141.3312387)
塚本循環器ハートクリニック	(43.0568592, 141.3312521)
愛おおぐろ眼科	(43.0569543, 141.3313862)
大通じんぼ皮膚科	(43.0570307, 141.3313674)
しんたに内科消化器内科	(43.057016, 141.3312213)
セントラルCIクリニック	(43.0568749, 141.3313996)
アイン薬局西18丁目店	(43.0571483, 141.3312575)
平成会病院	(43.0587676, 141.3291791)
札幌医療秘書福祉専門学校	(43.0583199, 141.3297932)
北海道柔道整復専門学校	(43.058221, 141.3290985)
札幌こども専門学校	(43.0582787, 141.327293)
北海道歯科衛生士専門学校	(43.0565447, 141.3277332)
膳	(43.0567005, 141.3278512)
札幌グッドアワー教会	(43.0575677, 141.326853)
Le Barato	(43.1715341, 141.3552634)
ヴィーニュ	(43.1714078, 141.355549)
香萬樓	(43.1709469, 141.3556114)
甲斐路	(43.1709196, 141.3552369)
香萬街	(43.1710083, 141.3554148)
屋台ラーメン	(43.1709556, 141.3553757)
プールサイドフードコート	(43.1719024, 141.3566591)
プールサイドフードコート	(43.1724707, 141.357212)
大善	(43.1708465, 141.3553384)
ジェットセット	(43.0565453, 141.3237091)
中馬動物病院	(43.0582857, 141.3224196)
円山児童会館	(43.0579133, 141.3222587)
フワット まるやまキッチン	(43.0569726, 141.3216833)
札幌方面西警察署 琴似本通交番	(43.0729831, 141.2991311)
ケンタッキーフライドチキン八軒店	(43.0825702, 141.3100571)
サツドラ手稲前田7条店	(43.1286079, 141.2563723)
手稲郵便局	(43.1278182, 141.2551908)
回転寿司根室花まる手稲前田店	(43.1277546, 141.2558063)
大豊湯	(43.0608156, 141.4114339)
カフェdeごはん	(43.0709112, 141.3476043)
北祐会神経内科病院	(43.0744817, 141.3141738)
札幌二十四軒郵便局	(43.0699073, 141.3154566)
札幌市二十四軒南保育園	(43.0701395, 141.3158837)
ふかざわ病院	(43.0714611, 141.3120153)
アイン薬局札幌西店	(43.0721528, 141.3116317)
五○堂	(43.0489354, 141.3439051)
札幌北円山内科・内視鏡クリニック	(43.0690413, 141.3160496)
北円山耳鼻咽喉科アレルギークリニック	(43.0690805, 141.3158927)
二十四軒メンタルクリニック	(43.069107, 141.316067)
24軒腎泌尿器科クリニック	(43.0691452, 141.3159302)
なの花薬局札幌北円山店	(43.0692059, 141.3160388)
らーめん五丈原 月寒店本店	(43.0232164, 141.3973871)
ニッポンレンタカー札幌駅東営業所	(43.0667418, 141.3572032)
札幌ベルエポック製菓調理専門学校	(43.0607105, 141.343705)
尾畑歯科医院	(43.06959, 141.3108681)
ロイヤルホスト宮の森店	(43.0655225, 141.3137085)
札幌市清田区北野まちづくりセンター	(43.0164116, 141.4350566)
北野児童会館	(43.0166018, 141.4347723)
すし善本店	(43.0570969, 141.3158299)
ラーメン木曜日	(43.0485753, 141.3372899)
昭和親爺の餃子厨房 亀ちゃん	(43.0409789, 141.3476787)
藤木デンタルクリニック	(43.0574877, 141.3401366)
ノルデン薬局南1条店	(43.0567588, 141.3386736)
菅原歯科クリニック	(43.0567864, 141.3334722)
ホーム薬局	(43.0565689, 141.3334467)
THE END CAFE	(43.056564, 141.3333582)
とも耳鼻科クリニック	(43.0565297, 141.3331007)
日本調剤医大前調剤薬局	(43.0565317, 141.3329894)
岩澤クリニック	(43.0565483, 141.3332308)
南1条メンタルクリニック	(43.0566208, 141.3332187)
日本調剤札医大前薬局	(43.056445, 141.3323635)
ガスト	(43.1231505, 141.2497867)
北海道銀行手稲支店	(43.1229469, 141.2503044)
晩屋 すだち	(43.0556231, 141.3503031)
雨は、やさしく	(43.0693495, 141.403612)
麺屋169	(43.0389684, 141.3471707)
旬采割烹くるみ澤	(43.0456943, 141.350397)
札幌方面南警察署 南15条警備派出所	(43.0399827, 141.3423725)
餃子の王将南二条西2丁目店	(43.0583041, 141.3552198)
ニューチャベス	(43.0569123, 141.3382006)
あめつち by 35stock	(43.0327716, 141.3482831)
サブウェイ大通 ル･トロワ店	(43.0602639, 141.355779)
ツルハドラッグ白石駅前店	(43.0464126, 141.3964398)
E-itou Curry	(43.0412019, 141.363803)
整形外科 北新病院	(43.0723071, 141.3600044)
スープカレーShanti豊平店	(43.0530744, 141.3730548)
コメダ珈琲店北12条東店	(43.0772172, 141.3591501)
ドミノ	(43.0792704, 141.3528933)
ドミノ東苗穂店	(43.0974599, 141.4146791)
STVラジオ	(43.0618736, 141.3445462)
アレクト札幌本社	(43.0586106, 141.3468254)
ALWAYS HAWAII COFFEE STAND(ﾊﾜｲｱﾝ&ｶﾌｪ)	(43.0444841, 141.3321234)
エネオスDr.Drive羊ヶ丘SS	(42.9963893, 141.4366771)
我汝会 さっぽろ病院	(43.0700259, 141.3723318)
ネパール・インド料理 RaRa	(43.0858273, 141.3442684)
蕎麦 心空	(43.0591644, 141.3267766)
炭火焼肉 亞茶 総本店	(43.0591252, 141.326487)
奥の湯	(43.098572, 141.3426459)
真駒内湯	(42.9959232, 141.353881)
伏見温泉	(43.0358345, 141.3338105)
東家寿楽	(43.0588208, 141.3164118)
ステーキハウス ハマ 札幌店	(43.0561147, 141.3540843)
てづくりおむすびの店 どんぐり	(43.0604182, 141.3556634)
ニシクルカフェ	(42.9687179, 141.3358072)
しらかば薬局	(43.0183411, 141.4212049)
白石区民センター	(43.0453156, 141.3961559)
やなづめ小児科・アレルギー科クリニック	(43.0337652, 141.3687117)
くろね WINEHOUSE	(43.0312975, 141.3688879)
串鳥平岸駅前店	(43.0321543, 141.368952)
刺身居酒屋 辰	(43.0318145, 141.3688867)
atom bar	(43.0318663, 141.3688928)
秀英予備校札幌南本部校	(43.0325092, 141.3691158)
ボンガ サッポロ	(43.0924079, 141.3428479)
サツドラ旭ヶ丘南8条店	(43.0472563, 141.3247965)
吉田眼科	(43.0480842, 141.3500456)
珈琲倶楽部	(43.063874, 141.3309921)
珈琲倶楽部	(43.0644501, 141.3302616)
エネオス	(43.0642332, 141.3306076)
エネオス	(43.0641475, 141.3305388)
エネオス	(43.0641734, 141.3307372)
ガーデンスパ	(43.0651605, 141.3463001)
ダイニング＆バー 179	(43.0652193, 141.3464557)
エネオスチャレンジ南郷16丁目SS	(43.0333644, 141.428434)
かえで薬局宮の沢店	(43.087933, 141.2751304)
書香の森	(43.0726863, 141.3434846)
SOLVERT	(43.0654601, 141.3486869)
ソラリア西鉄ホテル札幌宿泊客専用大浴場	(43.065694, 141.3484663)
ソラリア西鉄ホテル札幌宿泊客専用大浴場	(43.0654334, 141.3486858)
キッチン青い橋	(43.0866259, 141.275449)
キッチン青い橋	(43.086781, 141.2732927)
トラットリア タント タヴォレッテ	(43.0576503, 141.330511)
レストラン プロヴァンサル キムラ	(43.0619515, 141.3297783)
札幌シネマフロンティア	(43.0679282, 141.3509066)
中華そばカリフォルニア	(43.0543511, 141.3768801)
翠山亭倶楽部定山渓大浴場	(42.9721101, 141.166174)
バンケット	(43.0531657, 141.3281518)
ゆりや食堂	(43.055857, 141.327799)
讃岐うどん　おか田	(43.0566619, 141.3290487)
釜揚げうどん一忠	(43.1014633, 141.2937437)
中の島はやし皮フ科	(43.0374297, 141.3609777)
三井のリパーク札幌ＳＹＯＫＵＳＡＮ駐車場	(43.05508, 141.3435578)
焼肉 金太郎	(43.0343409, 141.3502697)
札幌南十四条郵便局	(43.0413423, 141.3494169)
スシロー札幌苗穂店	(43.0793254, 141.3919857)
まんでがん外伝	(43.0789489, 141.345642)
鬼はそと 福はうち	(43.0368845, 141.3269843)
きょうど料理亭 杉ノ目	(43.0540309, 141.3517859)
煮こみ専門店 煮こみハウス	(43.0050783, 141.3756487)
モスバーガー札幌琴似店	(43.0769949, 141.3038998)
空知信用金庫	(43.0773756, 141.3042314)
調剤薬局ツルハドラッグ琴似中央店	(43.0766725, 141.3034239)
静和記念病院	(43.0813731, 141.3224701)
アイン薬局静和記念病院店	(43.081657, 141.3212984)
ラーメン虎徹八軒本店	(43.0827589, 141.3218681)
琴似エルム動物病院	(43.0762474, 141.3135523)
みつばスマイル歯科	(43.0763102, 141.3136353)
なかや内科クリニック	(43.0760642, 141.3142731)
だい整形外科クリニック	(43.0762522, 141.3139542)
ペルル女性クリニック	(43.0761227, 141.3141924)
もりうち皮膚科医院	(43.076196, 141.3140713)
なの花薬局札幌二十四軒店	(43.0761338, 141.3140354)
北海道銀行八軒支店	(43.081244, 141.3085418)
札幌八軒一条郵便局	(43.0816227, 141.3089316)
札幌市西区八軒まちづくりセンター	(43.0821393, 141.3094011)
びっくりドンキー琴似店	(43.0812003, 141.307893)
ツルハドラッグ琴似駅東口店	(43.0810926, 141.3091389)
調剤薬局ツルハドラッグ琴似駅東口店	(43.0811683, 141.3091729)
ツルハドラッグ八軒4条店	(43.085409, 141.3129887)
サツドラ二十四軒店	(43.0780993, 141.3109673)
琴似駅前郵便局	(43.0789906, 141.3075947)
イムス札幌消化器中央総合病院	(43.0829771, 141.3101283)
八軒児童会館	(43.0880303, 141.3169759)
札幌八軒郵便局	(43.0866656, 141.3144742)
サツドラ琴似八軒店	(43.0876729, 141.3147493)
CoCo壱番屋西区八軒店	(43.0874798, 141.3149081)
北洋銀行八軒支店	(43.0865236, 141.3143084)
エネオス八軒SS	(43.0843422, 141.3125576)
西警察署 琴似駅前交番	(43.0818383, 141.3097307)
日本キリスト教会 札幌琴似教会	(43.0833336, 141.3106904)
札幌大庭眼科	(43.0871762, 141.3144541)
徳寿八軒店	(43.085598, 141.3169334)
光ハイツ･ヴェラス琴似	(43.0784337, 141.3119138)
コメダ珈琲店二十四軒店	(43.0749554, 141.31334)
円静寺	(43.0770322, 141.3097753)
琴似ハート内科・透析クリニック	(43.0775224, 141.3083082)
こころ調剤薬局	(43.0776976, 141.3083366)
札幌市西老人福祉センター	(43.0768051, 141.3085837)
札幌第一病院	(43.0763216, 141.307267)
北央信用組合琴似支店	(43.0728811, 141.3093262)
アイン薬局二十四軒店	(43.0761997, 141.3067625)
ニッポンレンタカー琴似営業所	(43.0749918, 141.3055323)
森谷内科クリニック	(43.0758149, 141.3047562)
北海道内科リウマチ科病院	(43.0773959, 141.3068358)
サッポロ珈琲館琴似店	(43.0787165, 141.3058102)
ことに内科クリニック	(43.0767535, 141.3033779)
岡田内科・循環器科クリニック	(43.0790751, 141.3067585)
エネオスDr.Drive 月寒店	(43.0260108, 141.39919)
札幌市西区八軒中央まちづくりセンター	(43.0892496, 141.3129415)
札幌市はちけん地区センター	(43.0891198, 141.3119827)
信行山 大念寺	(43.071066, 141.3088762)
藤屋医院	(43.0712006, 141.3096776)
二十四軒保育園(分園)	(43.0697677, 141.3100883)
ペニーレーン24	(43.0739059, 141.3064845)
エネオスDr.Drive二十四軒SS	(43.0734934, 141.3071739)
にいだ動物病院	(43.0735026, 141.3039)
タイムズカーシェアタイムズ琴似1・6	(43.07428, 141.3021266)
タイムズカーシェアタイムズ二十四軒2・7	(43.0688131, 141.3101322)
タイムズ	(43.0703361, 141.3048742)
タイムズカーシェアタイムズ山の手1・1	(43.0702419, 141.3039856)
タイムズカーシェアタイムズ琴似第6	(43.0790932, 141.3059154)
タイムズカーシェアタイムズ二十四軒4・1	(43.0789873, 141.312443)
タイムズカーシェアタイムズ八軒1条西第2	(43.082558, 141.3096154)
タイムズカーシェアタイムズ八軒1条西	(43.0824559, 141.3097521)
札幌市西区琴似二十四軒まちづくりセンター	(43.0739767, 141.3005045)
琴似神社	(43.0732021, 141.301543)
ケンタッキーフライドチキン琴似店	(43.0759052, 141.3032072)
小原眼科	(43.0755033, 141.3039287)
おおた内科クリニック	(43.0754975, 141.3027489)
グランウエルネス琴似駅前	(43.0747525, 141.3019617)
ミンチェッタ	(43.0739212, 141.3010031)
はなまるうどんイトーヨーカドー琴似店	(43.0807229, 141.3054641)
サーティワンアイスクリームイトーヨーカドー琴似店	(43.08073, 141.3055567)
琴似駅前内科クリニック	(43.0812322, 141.3065626)
ことに駅前整形外科クリニック	(43.0812591, 141.3065842)
ともこレディースクリニック	(43.0812898, 141.3066136)
琴似腎臓内科・泌尿器科	(43.0808012, 141.307511)
ラビ琴似店	(43.082098, 141.3038372)
イーライン矯正歯科	(43.0813942, 141.3046334)
坂泌尿器科病院	(43.0855345, 141.306071)
こころファミリー歯科	(43.1111814, 141.3088606)
スポキチクリニック	(43.1110106, 141.308283)
三井のリパークコジマ札幌琴似店第1	(43.0813541, 141.3090654)
タイムズカーシェアタイムズ琴似2・2	(43.0803068, 141.3054642)
タイムズ琴似1・3	(43.0778044, 141.3051919)
琴似３・２第２タイムズ琴似3・2第2	(43.0808194, 141.3039991)
タイムズカーシェアタイムズ琴似第2	(43.0795021, 141.3034389)
トヨタシェア札幌トヨペット札幌店ST	(43.0529056, 141.3500584)
トヨタシェアカローラ札幌 南九条ST	(43.0489495, 141.3487434)
タイムズカーシェアタイムズ琴似2・4第2	(43.0771747, 141.3039533)
タイムズカーシェアタイムズ琴似2・4	(43.0772112, 141.3020111)
タイムズカーシェアタイムズ琴似第5	(43.0768623, 141.3016853)
タイムズカーシェアタイムズ麻生第7	(43.10934, 141.3363448)
タイムズカーシェアタイムズ北39西7	(43.1089553, 141.3349178)
タイムズカーシェアタイムズ新琴似8・1	(43.1115163, 141.3363673)
タイムズカーシェアタイムズ麻生町3丁目	(43.1101826, 141.3407836)
タイムズカータイムズ麻生第9	(43.1063527, 141.3397354)
タイムズASABU LAND	(43.1082057, 141.3399223)
タイムズカータイムズASABU LAND	(43.1080032, 141.3398831)
トヨタシェアネッツトヨタ道都中央店ST	(43.0684918, 141.3070655)
トヨタシェアドコモショップ札幌八軒店ST	(43.0918148, 141.3072267)
札幌方面西警察署 八軒交番	(43.0914585, 141.3078684)
山田皮膚科医院	(43.0799466, 141.3060175)
琴似ファミリークリニック	(43.0815346, 141.3028925)
札幌丸井内郵便局	(43.0598286, 141.355129)
みよしの	(43.0785344, 141.3060959)
琴似産科婦人科クリニック	(43.0786635, 141.3032908)
札幌市琴寿園	(43.0779187, 141.3040269)
さんべ耳鼻咽喉科医院	(43.0772212, 141.3029688)
ことに動物病院	(43.0785216, 141.3002399)
そら小児歯科クリニック	(43.0783303, 141.2999794)
焙煎珈房 桐屋珈琲	(43.0781167, 141.300227)
札幌琴似整形外科	(43.0791194, 141.2990581)
ノルデン薬局琴似店	(43.078821, 141.2988005)
ゆめみレディースクリニック	(43.0759723, 141.3026735)
琴似駅前歯科クリニック	(43.0759037, 141.3026894)
エッセンサッポロ平岸本店	(43.030996, 141.3689033)
北洋銀行琴似中央支店	(43.0760934, 141.3027605)
エネオスイオン手稲セルフSS	(43.140252, 141.2344521)
マクドナルド札幌アピア店	(43.067648, 141.3513076)
コクミン札幌アピア店	(43.0675353, 141.3506761)
上島珈琲店札幌アピア店	(43.0672897, 141.3504386)
ツルハドラッグ北41条店	(43.1102729, 141.3524472)
調剤薬局ツルハドラッグ発寒13条店	(43.0995767, 141.2923167)
札幌方面西警察署 発寒交番	(43.0910534, 141.2940096)
ツルハドラッグ発寒中央駅前店	(43.0899918, 141.2946322)
札幌宮の沢病院	(43.1074765, 141.2634037)
ささき内科クリニック	(43.0993029, 141.2649008)
なの花薬局西宮の沢店	(43.099515, 141.2650344)
札幌市新発寒地区センター	(43.1143074, 141.2717918)
札幌秀友会病院	(43.1168209, 141.2684298)
札幌市手稲区新発寒まちづくりセンター	(43.1141866, 141.2719663)
札幌市手稲区前田まちづくりセンター	(43.1238097, 141.2578975)
札幌市手稲区役所	(43.1219284, 141.2457772)
北洋銀行手稲中央支店	(43.1215637, 141.2466839)
マクドナルド札幌新発寒店	(43.1148204, 141.2709539)
新発寒地区センター図書室	(43.1142944, 141.2720265)
手稲渓仁会病院	(43.1221097, 141.2431078)
コメダ珈琲店手稲前田店	(43.1252242, 141.2424457)
札幌市曙図書館	(43.1265146, 141.2400181)
徳永歯科クリニック	(43.1275929, 141.2420768)
手稲前田郵便局	(43.1360072, 141.2418996)
あけぼの児童会館	(43.1445543, 141.2405777)
あすかHOUSE手稲	(43.1462895, 141.2387804)
手稲曙東郵便局	(43.1479842, 141.2382351)
ツルハドラッグ手稲曙3条店	(43.1293613, 141.2350103)
ほっともっと手稲曙店	(43.1292546, 141.2356039)
札幌市手稲区手稲鉄北まちづくりセンター	(43.1384374, 141.2350265)
札幌方面手稲警察署 手稲山口交番	(43.138889, 141.2352551)
エネオス星置SS	(43.1335117, 141.2202159)
札幌市星置地区センター	(43.1382032, 141.2102181)
札幌市手稲区星置まちづくりセンター	(43.1383126, 141.2099661)
星置地区センター図書室	(43.1382893, 141.2102292)
ツルハドラッグ八軒店	(43.0922501, 141.3070368)
むぎの里札幌八軒店	(43.0926152, 141.3059974)
エネオスオブリプラーザ札幌八軒	(43.0941923, 141.3034465)
北星信用金庫円山支店	(43.0556221, 141.319984)
中国酒菜 味楽	(43.0590349, 141.326811)
エネオスDr.Drive桑園駅前SS	(43.07102, 141.3286984)
エネオス定山渓SS	(42.9623188, 141.1602637)
小泉呼吸器科・内科クリニック	(43.0551178, 141.3170614)
エネオスDr.Drive発寒南セルフ	(43.0846406, 141.2855338)
エネオスDr.Driveセルフ発寒店	(43.0950178, 141.2816426)
エネオススカイロード発寒SS	(43.092307, 141.2788746)
エネオスフリーウェイ西宮の沢SS	(43.0912019, 141.2599064)
エネオスDr.Drive手稲星置SS	(43.1313616, 141.2053401)
エネオス札幌新道SS	(43.0980032, 141.3008681)
エネオス発寒中央SS	(43.0904661, 141.2985348)
エネオスDr.Drive東発寒店	(43.1044445, 141.2864045)
エネオスDr.Driveチャレンジ下手稲通SS	(43.1159638, 141.2695524)
エネオス樽川通SS	(43.1321575, 141.2412675)
エネオスDr.Drive手稲前田SS	(43.1288188, 141.2580538)
エネオスセルフ手稲星置SS	(43.1379883, 141.221202)
エネオスチャレンジ手稲山口SS	(43.1385226, 141.2121256)
エネオスEneJet元町	(43.093561, 141.3693514)
エネオスDr.Driveトップロード平岸SS	(43.0347132, 141.369625)
エネオスコンフォート真栄SS	(42.984273, 141.4380068)
ツルハドラッグ北野6条店	(43.0223911, 141.4340177)
一口茶屋新川ビッグハウス店	(43.114097, 141.3041611)
鉄板DINING KEN	(43.0144369, 141.3687639)
サツドラ薬局宮の森3条店	(43.0666601, 141.3074649)
ニコニコレンタカー札幌八軒5条店	(43.0824607, 141.3222278)
ニコニコレンタカー札幌二十四軒2条店	(43.0682291, 141.3087523)
キャッツアイ新札幌店	(43.0457489, 141.4750866)
一口茶屋	(43.0347142, 141.4616258)
美唄焼鳥・惣菜 炎スーパーアークスイースト店	(43.0347134, 141.4615362)
みらくる薬局新川駅前店	(43.098174, 141.3240561)
新川まえだ眼科	(43.0982293, 141.3239344)
新川駅前みんなの耳鼻咽喉科	(43.0986717, 141.3251636)
ノルデン薬局新川店	(43.0989108, 141.325508)
ニコニコレンタカー札幌北1条店	(43.0616412, 141.3458455)
ニコニコレンタカー札幌北3条店	(43.0657873, 141.3589153)
ニコニコレンタカー札幌南5条店	(43.0523337, 141.3428461)
ニコニコレンタカー札幌南11条店	(43.0429411, 141.3259868)
ニコニコレンタカー札幌西線9条店	(43.0476956, 141.336535)
サツドラ薬局山の手店	(43.0688667, 141.2939882)
トヨタシェアカローラ札幌 北二条ST	(43.0652295, 141.3587856)
トヨタシェアネッツトヨタ道都 ドミール菊水ST	(43.0550321, 141.377895)
トヨタシェアドコモショップ西町店ST	(43.0764246, 141.2920861)
ニコニコレンタカー月寒東5条店	(43.035509, 141.4091798)
ニコニコレンタカー札幌八軒6条店	(43.0961032, 141.3002443)
ニコニコレンタカーYH札幌八軒店	(43.0912454, 141.3096259)
アポロステーション新道発寒SS	(43.0969802, 141.2954738)
ニコニコレンタカー札幌発寒13条店	(43.0969302, 141.295214)
イムス札幌内科リハビリテーション病院	(43.122877, 141.1985532)
特別養護老人ホーム 神愛園手稲	(43.1219607, 141.2000783)
星置ハイツ	(43.121735, 141.1986222)
札幌市西区 西野まちづくりセンター	(43.0667317, 141.2719037)
ニコニコレンタカー札幌西野店	(43.0723299, 141.280686)
ニコニコレンタカー札幌稲穂店	(43.1302924, 141.2103506)
銀家 宮の森店	(43.056528, 141.3040464)
ゆうちょ銀行ファミリーマート札幌北11条東6丁目店内出張所	(43.0757782, 141.3631511)
ゆうちょ銀行ファミリーマート札幌北8条東17丁目店内出張所	(43.0762043, 141.3789297)
ゆうちょ銀行ファミリーマート札幌北6条東20丁目店内出張所	(43.0770887, 141.3850463)
ゆうちょ銀行ファミリーマート札幌北23条東8丁目店内出張所	(43.0916738, 141.3614661)
ゆうちょ銀行ファミリーマート札幌北33条東10丁目店内出張所	(43.1021076, 141.3626782)
ゆうちょ銀行ファミリーマート札幌北41条東13丁目店内出張所	(43.1121336, 141.3632079)
ゆうちょ銀行ファミリーマート札幌北40条東8丁目店内出張所	(43.1091532, 141.3568754)
ゆうちょ銀行ファミリーマート札幌北35条東1丁目店内出張所	(43.1038708, 141.3468358)
ゆうちょ銀行ファミリーマート札幌北36条東20丁目店内出張所	(43.1082439, 141.3757193)
イーネットファミリーマート札幌北37条 共同出張所	(43.1037936, 141.3971617)
イーネットファミリーマート札幌伏古8条 共同出張所	(43.0913614, 141.3938753)
ゆうちょ銀行ファミリーマート札幌東苗穂14条店内出張所	(43.1094781, 141.4237653)
ゆうちょ銀行ファミリーマート札幌北丘珠2条店内出張所	(43.1258027, 141.4114962)
ゆうちょ銀行ファミリーマート札幌篠路1条店内出張所	(43.1381845, 141.3694895)
光の森学園	(43.0351365, 141.2675675)
ゆうちょ銀行コープさっぽろにしの店内出張所	(43.0744634, 141.2809108)
北洋銀行コープさっぽろにしの店	(43.0748504, 141.2813557)
北海道銀行西野支店	(43.073997, 141.2814359)
イーネットファミリーマート札幌中央市場前 共同出張所	(43.0728791, 141.3182318)
ゆうちょ銀行ファミリーマート札幌発寒3条店内出張所	(43.0838484, 141.2915645)
イーネットファミリーマート札幌琴似１条４丁目 共同出張所	(43.076871, 141.3042254)
ゆうちょ銀行ファミリーマート札幌西野6条店内出張所	(43.0744796, 141.2647083)
イーネットファミリーマート札幌西宮の沢1条 共同出張所	(43.1039323, 141.2693453)
ゆうちょ銀行ファミリーマート札幌発寒7条店内出張所	(43.0956002, 141.2737156)
ゆうちょ銀行ファミリーマート札幌発寒14条店内出張所	(43.1093317, 141.2789747)
ゆうちょ銀行ファミリーマート札幌富丘3条店内出張所	(43.1110596, 141.2481479)
ニチイキッズさっぽろ保育園	(43.0722129, 141.3498)
刺身と焼魚 北海道鮮魚店 北口店	(43.0710552, 141.3492793)
ガブ飲みワインと合う料理 AlternA	(43.0710753, 141.348411)
サイゼリヤ札幌駅北口店	(43.0695103, 141.351949)
魚吉札幌駅前本店	(43.0695311, 141.3521156)
花論珈琲茶房柏丘店	(42.9776926, 141.3459466)
サツドラ薬局南33条店	(43.0137735, 141.3460206)
きゅうま内科循環器クリニック	(43.056232, 141.3354895)
さっぽろ宮の森心臓病・動脈硬化クリニック	(43.0588882, 141.3141729)
イーネットファミリーマート知事公館前 共同出張所	(43.0613674, 141.3345056)
